SearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 4.840239408318247, 'similarity': 'dice'} - results: PRECISION: 0.0586397, PRECISION_RECALL_MIN_DEN: 0.0595568, RECALL: 0.0166696, MAP: 0.0209206, MAP_MIN_DEN: 0.0213203, MRR: 0.1594496, NDCG: 0.0611806, F1: 0.0259596, HIT_RATE: 0.4458141, ARHR_ALL_HITS: 0.1827793, NOVELTY: 0.0054156, AVERAGE_POPULARITY: 0.6233242, DIVERSITY_MEAN_INTER_LIST: 0.8294278, DIVERSITY_HERFINDAHL: 0.9829367, COVERAGE_ITEM: 0.0885985, COVERAGE_ITEM_CORRECT: 0.0219281, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4451282, DIVERSITY_GINI: 0.0059282, SHANNON_ENTROPY: 6.8259968, RATIO_DIVERSITY_HERFINDAHL: 0.9833064, RATIO_DIVERSITY_GINI: 0.0228812, RATIO_SHANNON_ENTROPY: 0.5485842, RATIO_AVERAGE_POPULARITY: 3.1162931, RATIO_NOVELTY: 0.0283319, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 406, 'shrink': 3.93386007115478, 'similarity': 'dice'} - results: PRECISION: 0.0583829, PRECISION_RECALL_MIN_DEN: 0.0592786, RECALL: 0.0165518, MAP: 0.0207248, MAP_MIN_DEN: 0.0211256, MRR: 0.1587358, NDCG: 0.0608266, F1: 0.0257916, HIT_RATE: 0.4458141, ARHR_ALL_HITS: 0.1815469, NOVELTY: 0.0054463, AVERAGE_POPULARITY: 0.6100418, DIVERSITY_MEAN_INTER_LIST: 0.8428355, DIVERSITY_HERFINDAHL: 0.9842774, COVERAGE_ITEM: 0.1097514, COVERAGE_ITEM_CORRECT: 0.0249737, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4451282, DIVERSITY_GINI: 0.0072409, SHANNON_ENTROPY: 7.0243763, RATIO_DIVERSITY_HERFINDAHL: 0.9846476, RATIO_DIVERSITY_GINI: 0.0279480, RATIO_SHANNON_ENTROPY: 0.5645274, RATIO_AVERAGE_POPULARITY: 3.0498881, RATIO_NOVELTY: 0.0284926, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 490, 'shrink': 0.8280737565231094, 'similarity': 'tversky'} - results: PRECISION: 0.0585296, PRECISION_RECALL_MIN_DEN: 0.0594870, RECALL: 0.0166461, MAP: 0.0209490, MAP_MIN_DEN: 0.0213533, MRR: 0.1594183, NDCG: 0.0611480, F1: 0.0259203, HIT_RATE: 0.4453738, ARHR_ALL_HITS: 0.1828722, NOVELTY: 0.0054251, AVERAGE_POPULARITY: 0.6189206, DIVERSITY_MEAN_INTER_LIST: 0.8343318, DIVERSITY_HERFINDAHL: 0.9834271, COVERAGE_ITEM: 0.0948004, COVERAGE_ITEM_CORRECT: 0.0232017, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4446886, DIVERSITY_GINI: 0.0063412, SHANNON_ENTROPY: 6.8956502, RATIO_DIVERSITY_HERFINDAHL: 0.9837970, RATIO_DIVERSITY_GINI: 0.0244751, RATIO_SHANNON_ENTROPY: 0.5541821, RATIO_AVERAGE_POPULARITY: 3.0942771, RATIO_NOVELTY: 0.0283816, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 441, 'shrink': 7.745493697323222, 'similarity': 'tanimoto'} - results: PRECISION: 0.0584856, PRECISION_RECALL_MIN_DEN: 0.0593991, RECALL: 0.0166144, MAP: 0.0207856, MAP_MIN_DEN: 0.0211902, MRR: 0.1587480, NDCG: 0.0609385, F1: 0.0258775, HIT_RATE: 0.4458874, ARHR_ALL_HITS: 0.1818165, NOVELTY: 0.0054397, AVERAGE_POPULARITY: 0.6129707, DIVERSITY_MEAN_INTER_LIST: 0.8402695, DIVERSITY_HERFINDAHL: 0.9840208, COVERAGE_ITEM: 0.1079794, COVERAGE_ITEM_CORRECT: 0.0245861, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4452015, DIVERSITY_GINI: 0.0070238, SHANNON_ENTROPY: 6.9870663, RATIO_DIVERSITY_HERFINDAHL: 0.9843909, RATIO_DIVERSITY_GINI: 0.0271100, RATIO_SHANNON_ENTROPY: 0.5615289, RATIO_AVERAGE_POPULARITY: 3.0645309, RATIO_NOVELTY: 0.0284583, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 559, 'shrink': 6.200309174414164, 'similarity': 'tversky'} - results: PRECISION: 0.0583682, PRECISION_RECALL_MIN_DEN: 0.0592766, RECALL: 0.0165771, MAP: 0.0208776, MAP_MIN_DEN: 0.0212832, MRR: 0.1590168, NDCG: 0.0609837, F1: 0.0258208, HIT_RATE: 0.4437596, ARHR_ALL_HITS: 0.1823416, NOVELTY: 0.0054144, AVERAGE_POPULARITY: 0.6238629, DIVERSITY_MEAN_INTER_LIST: 0.8292709, DIVERSITY_HERFINDAHL: 0.9829210, COVERAGE_ITEM: 0.0897060, COVERAGE_ITEM_CORRECT: 0.0219281, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4430769, DIVERSITY_GINI: 0.0059416, SHANNON_ENTROPY: 6.8240319, RATIO_DIVERSITY_HERFINDAHL: 0.9832907, RATIO_DIVERSITY_GINI: 0.0229328, RATIO_SHANNON_ENTROPY: 0.5484263, RATIO_AVERAGE_POPULARITY: 3.1189863, RATIO_NOVELTY: 0.0283260, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 579, 'shrink': 5.172344385832649, 'similarity': 'tanimoto'} - results: PRECISION: 0.0585810, PRECISION_RECALL_MIN_DEN: 0.0595346, RECALL: 0.0166647, MAP: 0.0209569, MAP_MIN_DEN: 0.0213578, MRR: 0.1597350, NDCG: 0.0612175, F1: 0.0259480, HIT_RATE: 0.4455206, ARHR_ALL_HITS: 0.1830948, NOVELTY: 0.0054107, AVERAGE_POPULARITY: 0.6254328, DIVERSITY_MEAN_INTER_LIST: 0.8274804, DIVERSITY_HERFINDAHL: 0.9827420, COVERAGE_ITEM: 0.0868819, COVERAGE_ITEM_CORRECT: 0.0215959, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4448352, DIVERSITY_GINI: 0.0057937, SHANNON_ENTROPY: 6.7998842, RATIO_DIVERSITY_HERFINDAHL: 0.9831116, RATIO_DIVERSITY_GINI: 0.0223623, RATIO_SHANNON_ENTROPY: 0.5464856, RATIO_AVERAGE_POPULARITY: 3.1268347, RATIO_NOVELTY: 0.0283064, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 404, 'shrink': 5.1007081112780535, 'similarity': 'dice'} - results: PRECISION: 0.0582141, PRECISION_RECALL_MIN_DEN: 0.0591431, RECALL: 0.0165348, MAP: 0.0207529, MAP_MIN_DEN: 0.0211583, MRR: 0.1589714, NDCG: 0.0607943, F1: 0.0257545, HIT_RATE: 0.4447869, ARHR_ALL_HITS: 0.1817910, NOVELTY: 0.0054480, AVERAGE_POPULARITY: 0.6094432, DIVERSITY_MEAN_INTER_LIST: 0.8433694, DIVERSITY_HERFINDAHL: 0.9843307, COVERAGE_ITEM: 0.1119663, COVERAGE_ITEM_CORRECT: 0.0248076, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4441026, DIVERSITY_GINI: 0.0073265, SHANNON_ENTROPY: 7.0326657, RATIO_DIVERSITY_HERFINDAHL: 0.9847010, RATIO_DIVERSITY_GINI: 0.0282784, RATIO_SHANNON_ENTROPY: 0.5651936, RATIO_AVERAGE_POPULARITY: 3.0468954, RATIO_NOVELTY: 0.0285018, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 406, 'shrink': 8.490763547416291, 'similarity': 'tanimoto'} - results: PRECISION: 0.0584122, PRECISION_RECALL_MIN_DEN: 0.0593109, RECALL: 0.0165586, MAP: 0.0207683, MAP_MIN_DEN: 0.0211477, MRR: 0.1590803, NDCG: 0.0608803, F1: 0.0258027, HIT_RATE: 0.4461076, ARHR_ALL_HITS: 0.1818749, NOVELTY: 0.0054500, AVERAGE_POPULARITY: 0.6087537, DIVERSITY_MEAN_INTER_LIST: 0.8442354, DIVERSITY_HERFINDAHL: 0.9844173, COVERAGE_ITEM: 0.1153995, COVERAGE_ITEM_CORRECT: 0.0252506, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4454212, DIVERSITY_GINI: 0.0074876, SHANNON_ENTROPY: 7.0479145, RATIO_DIVERSITY_HERFINDAHL: 0.9847876, RATIO_DIVERSITY_GINI: 0.0289000, RATIO_SHANNON_ENTROPY: 0.5664191, RATIO_AVERAGE_POPULARITY: 3.0434479, RATIO_NOVELTY: 0.0285119, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 481, 'shrink': 3.1127496645587254, 'similarity': 'dice'} - results: PRECISION: 0.0584782, PRECISION_RECALL_MIN_DEN: 0.0593696, RECALL: 0.0165393, MAP: 0.0209001, MAP_MIN_DEN: 0.0213031, MRR: 0.1592066, NDCG: 0.0610511, F1: 0.0257856, HIT_RATE: 0.4450070, ARHR_ALL_HITS: 0.1825506, NOVELTY: 0.0054275, AVERAGE_POPULARITY: 0.6180824, DIVERSITY_MEAN_INTER_LIST: 0.8348479, DIVERSITY_HERFINDAHL: 0.9834787, COVERAGE_ITEM: 0.0966277, COVERAGE_ITEM_CORRECT: 0.0234786, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4443223, DIVERSITY_GINI: 0.0064027, SHANNON_ENTROPY: 6.9032902, RATIO_DIVERSITY_HERFINDAHL: 0.9838486, RATIO_DIVERSITY_GINI: 0.0247126, RATIO_SHANNON_ENTROPY: 0.5547961, RATIO_AVERAGE_POPULARITY: 3.0900864, RATIO_NOVELTY: 0.0283945, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 407, 'shrink': 1.508879393646798, 'similarity': 'dice'} - results: PRECISION: 0.0583462, PRECISION_RECALL_MIN_DEN: 0.0592395, RECALL: 0.0165606, MAP: 0.0207284, MAP_MIN_DEN: 0.0211336, MRR: 0.1587923, NDCG: 0.0608233, F1: 0.0257986, HIT_RATE: 0.4457407, ARHR_ALL_HITS: 0.1815780, NOVELTY: 0.0054447, AVERAGE_POPULARITY: 0.6106557, DIVERSITY_MEAN_INTER_LIST: 0.8423397, DIVERSITY_HERFINDAHL: 0.9842278, COVERAGE_ITEM: 0.1079794, COVERAGE_ITEM_CORRECT: 0.0251398, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4450549, DIVERSITY_GINI: 0.0071548, SHANNON_ENTROPY: 7.0150712, RATIO_DIVERSITY_HERFINDAHL: 0.9845980, RATIO_DIVERSITY_GINI: 0.0276156, RATIO_SHANNON_ENTROPY: 0.5637796, RATIO_AVERAGE_POPULARITY: 3.0529571, RATIO_NOVELTY: 0.0284841, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 455, 'shrink': 4.8852140180293135, 'similarity': 'tanimoto'} - results: PRECISION: 0.0585076, PRECISION_RECALL_MIN_DEN: 0.0593967, RECALL: 0.0165640, MAP: 0.0208046, MAP_MIN_DEN: 0.0212047, MRR: 0.1586833, NDCG: 0.0609410, F1: 0.0258186, HIT_RATE: 0.4461809, ARHR_ALL_HITS: 0.1818358, NOVELTY: 0.0054358, AVERAGE_POPULARITY: 0.6146865, DIVERSITY_MEAN_INTER_LIST: 0.8385079, DIVERSITY_HERFINDAHL: 0.9838446, COVERAGE_ITEM: 0.1043247, COVERAGE_ITEM_CORRECT: 0.0235893, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4454945, DIVERSITY_GINI: 0.0068296, SHANNON_ENTROPY: 6.9610593, RATIO_DIVERSITY_HERFINDAHL: 0.9842147, RATIO_DIVERSITY_GINI: 0.0263604, RATIO_SHANNON_ENTROPY: 0.5594388, RATIO_AVERAGE_POPULARITY: 3.0731087, RATIO_NOVELTY: 0.0284377, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 563, 'shrink': 6.334718579119983, 'similarity': 'dice'} - results: PRECISION: 0.0584782, PRECISION_RECALL_MIN_DEN: 0.0593940, RECALL: 0.0166263, MAP: 0.0208898, MAP_MIN_DEN: 0.0212932, MRR: 0.1590524, NDCG: 0.0610433, F1: 0.0258913, HIT_RATE: 0.4446401, ARHR_ALL_HITS: 0.1824052, NOVELTY: 0.0054136, AVERAGE_POPULARITY: 0.6243030, DIVERSITY_MEAN_INTER_LIST: 0.8284205, DIVERSITY_HERFINDAHL: 0.9828360, COVERAGE_ITEM: 0.0879340, COVERAGE_ITEM_CORRECT: 0.0216513, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4439560, DIVERSITY_GINI: 0.0058604, SHANNON_ENTROPY: 6.8121412, RATIO_DIVERSITY_HERFINDAHL: 0.9832057, RATIO_DIVERSITY_GINI: 0.0226195, RATIO_SHANNON_ENTROPY: 0.5474707, RATIO_AVERAGE_POPULARITY: 3.1211864, RATIO_NOVELTY: 0.0283217, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 447, 'shrink': 5.292323261930358, 'similarity': 'tanimoto'} - results: PRECISION: 0.0585516, PRECISION_RECALL_MIN_DEN: 0.0594384, RECALL: 0.0166038, MAP: 0.0208120, MAP_MIN_DEN: 0.0212102, MRR: 0.1586757, NDCG: 0.0609684, F1: 0.0258712, HIT_RATE: 0.4462543, ARHR_ALL_HITS: 0.1818712, NOVELTY: 0.0054377, AVERAGE_POPULARITY: 0.6138345, DIVERSITY_MEAN_INTER_LIST: 0.8393255, DIVERSITY_HERFINDAHL: 0.9839264, COVERAGE_ITEM: 0.1053214, COVERAGE_ITEM_CORRECT: 0.0242538, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4455678, DIVERSITY_GINI: 0.0069121, SHANNON_ENTROPY: 6.9734091, RATIO_DIVERSITY_HERFINDAHL: 0.9842965, RATIO_DIVERSITY_GINI: 0.0266786, RATIO_SHANNON_ENTROPY: 0.5604313, RATIO_AVERAGE_POPULARITY: 3.0688496, RATIO_NOVELTY: 0.0284475, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 509, 'shrink': 2.8363979865261935, 'similarity': 'tversky'} - results: PRECISION: 0.0587057, PRECISION_RECALL_MIN_DEN: 0.0596790, RECALL: 0.0167321, MAP: 0.0209508, MAP_MIN_DEN: 0.0213590, MRR: 0.1593153, NDCG: 0.0612445, F1: 0.0260418, HIT_RATE: 0.4462543, ARHR_ALL_HITS: 0.1828504, NOVELTY: 0.0054221, AVERAGE_POPULARITY: 0.6202869, DIVERSITY_MEAN_INTER_LIST: 0.8329936, DIVERSITY_HERFINDAHL: 0.9832932, COVERAGE_ITEM: 0.0924193, COVERAGE_ITEM_CORRECT: 0.0228141, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4455678, DIVERSITY_GINI: 0.0062042, SHANNON_ENTROPY: 6.8747849, RATIO_DIVERSITY_HERFINDAHL: 0.9836631, RATIO_DIVERSITY_GINI: 0.0239465, RATIO_SHANNON_ENTROPY: 0.5525052, RATIO_AVERAGE_POPULARITY: 3.1011080, RATIO_NOVELTY: 0.0283658, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 416, 'shrink': 6.783312666470926, 'similarity': 'tanimoto'} - results: PRECISION: 0.0583462, PRECISION_RECALL_MIN_DEN: 0.0592760, RECALL: 0.0165911, MAP: 0.0207608, MAP_MIN_DEN: 0.0211633, MRR: 0.1589882, NDCG: 0.0608677, F1: 0.0258357, HIT_RATE: 0.4455206, ARHR_ALL_HITS: 0.1818155, NOVELTY: 0.0054460, AVERAGE_POPULARITY: 0.6103606, DIVERSITY_MEAN_INTER_LIST: 0.8427717, DIVERSITY_HERFINDAHL: 0.9842710, COVERAGE_ITEM: 0.1125201, COVERAGE_ITEM_CORRECT: 0.0249183, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4448352, DIVERSITY_GINI: 0.0073134, SHANNON_ENTROPY: 7.0258665, RATIO_DIVERSITY_HERFINDAHL: 0.9846412, RATIO_DIVERSITY_GINI: 0.0282279, RATIO_SHANNON_ENTROPY: 0.5646471, RATIO_AVERAGE_POPULARITY: 3.0514815, RATIO_NOVELTY: 0.0284909, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 569, 'shrink': 8.113283609641393, 'similarity': 'cosine'} - results: PRECISION: 0.0582435, PRECISION_RECALL_MIN_DEN: 0.0590504, RECALL: 0.0162463, MAP: 0.0208618, MAP_MIN_DEN: 0.0211904, MRR: 0.1584147, NDCG: 0.0607492, F1: 0.0254059, HIT_RATE: 0.4410448, ARHR_ALL_HITS: 0.1819300, NOVELTY: 0.0054670, AVERAGE_POPULARITY: 0.6053181, DIVERSITY_MEAN_INTER_LIST: 0.8440422, DIVERSITY_HERFINDAHL: 0.9843980, COVERAGE_ITEM: 0.1411485, COVERAGE_ITEM_CORRECT: 0.0239770, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4403663, DIVERSITY_GINI: 0.0083642, SHANNON_ENTROPY: 7.0745803, RATIO_DIVERSITY_HERFINDAHL: 0.9847683, RATIO_DIVERSITY_GINI: 0.0322836, RATIO_SHANNON_ENTROPY: 0.5685621, RATIO_AVERAGE_POPULARITY: 3.0262719, RATIO_NOVELTY: 0.0286010, 
SearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 405, 'shrink': 0.5035008858213937, 'similarity': 'tversky'} - results: PRECISION: 0.0583975, PRECISION_RECALL_MIN_DEN: 0.0592540, RECALL: 0.0165211, MAP: 0.0207624, MAP_MIN_DEN: 0.0211629, MRR: 0.1589946, NDCG: 0.0608807, F1: 0.0257557, HIT_RATE: 0.4455206, ARHR_ALL_HITS: 0.1818473, NOVELTY: 0.0054450, AVERAGE_POPULARITY: 0.6103140, DIVERSITY_MEAN_INTER_LIST: 0.8429501, DIVERSITY_HERFINDAHL: 0.9842888, COVERAGE_ITEM: 0.1082563, COVERAGE_ITEM_CORRECT: 0.0253613, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4448352, DIVERSITY_GINI: 0.0072148, SHANNON_ENTROPY: 7.0246155, RATIO_DIVERSITY_HERFINDAHL: 0.9846591, RATIO_DIVERSITY_GINI: 0.0278470, RATIO_SHANNON_ENTROPY: 0.5645466, RATIO_AVERAGE_POPULARITY: 3.0512486, RATIO_NOVELTY: 0.0284859, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 577, 'shrink': 9.231342288716327, 'similarity': 'dice'} - results: PRECISION: 0.0584269, PRECISION_RECALL_MIN_DEN: 0.0593119, RECALL: 0.0165402, MAP: 0.0209926, MAP_MIN_DEN: 0.0213908, MRR: 0.1599444, NDCG: 0.0611681, F1: 0.0257818, HIT_RATE: 0.4444200, ARHR_ALL_HITS: 0.1833357, NOVELTY: 0.0054131, AVERAGE_POPULARITY: 0.6246165, DIVERSITY_MEAN_INTER_LIST: 0.8279080, DIVERSITY_HERFINDAHL: 0.9827847, COVERAGE_ITEM: 0.0890968, COVERAGE_ITEM_CORRECT: 0.0215959, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4437363, DIVERSITY_GINI: 0.0058622, SHANNON_ENTROPY: 6.8077582, RATIO_DIVERSITY_HERFINDAHL: 0.9831544, RATIO_DIVERSITY_GINI: 0.0226265, RATIO_SHANNON_ENTROPY: 0.5471185, RATIO_AVERAGE_POPULARITY: 3.1227536, RATIO_NOVELTY: 0.0283191, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 502, 'shrink': 10.0, 'similarity': 'tanimoto'} - results: PRECISION: 0.0586543, PRECISION_RECALL_MIN_DEN: 0.0595889, RECALL: 0.0166861, MAP: 0.0210035, MAP_MIN_DEN: 0.0214095, MRR: 0.1594690, NDCG: 0.0612641, F1: 0.0259811, HIT_RATE: 0.4453005, ARHR_ALL_HITS: 0.1831635, NOVELTY: 0.0054279, AVERAGE_POPULARITY: 0.6181698, DIVERSITY_MEAN_INTER_LIST: 0.8350184, DIVERSITY_HERFINDAHL: 0.9834957, COVERAGE_ITEM: 0.1001717, COVERAGE_ITEM_CORRECT: 0.0232017, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4446154, DIVERSITY_GINI: 0.0064821, SHANNON_ENTROPY: 6.9063283, RATIO_DIVERSITY_HERFINDAHL: 0.9838657, RATIO_DIVERSITY_GINI: 0.0250193, RATIO_SHANNON_ENTROPY: 0.5550402, RATIO_AVERAGE_POPULARITY: 3.0905237, RATIO_NOVELTY: 0.0283965, 
SearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 403, 'shrink': 8.190530431453027, 'similarity': 'dice'} - results: PRECISION: 0.0581481, PRECISION_RECALL_MIN_DEN: 0.0590441, RECALL: 0.0164865, MAP: 0.0207601, MAP_MIN_DEN: 0.0211456, MRR: 0.1590866, NDCG: 0.0607515, F1: 0.0256894, HIT_RATE: 0.4441265, ARHR_ALL_HITS: 0.1818466, NOVELTY: 0.0054497, AVERAGE_POPULARITY: 0.6089397, DIVERSITY_MEAN_INTER_LIST: 0.8437720, DIVERSITY_HERFINDAHL: 0.9843710, COVERAGE_ITEM: 0.1141813, COVERAGE_ITEM_CORRECT: 0.0247522, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4434432, DIVERSITY_GINI: 0.0074305, SHANNON_ENTROPY: 7.0421192, RATIO_DIVERSITY_HERFINDAHL: 0.9847413, RATIO_DIVERSITY_GINI: 0.0286795, RATIO_SHANNON_ENTROPY: 0.5659533, RATIO_AVERAGE_POPULARITY: 3.0443781, RATIO_NOVELTY: 0.0285104, 
SearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 483, 'shrink': 6.553477722579949, 'similarity': 'tversky'} - results: PRECISION: 0.0585296, PRECISION_RECALL_MIN_DEN: 0.0594163, RECALL: 0.0165647, MAP: 0.0208840, MAP_MIN_DEN: 0.0212839, MRR: 0.1588769, NDCG: 0.0610359, F1: 0.0258216, HIT_RATE: 0.4447869, ARHR_ALL_HITS: 0.1822931, NOVELTY: 0.0054305, AVERAGE_POPULARITY: 0.6170732, DIVERSITY_MEAN_INTER_LIST: 0.8359653, DIVERSITY_HERFINDAHL: 0.9835904, COVERAGE_ITEM: 0.1012238, COVERAGE_ITEM_CORRECT: 0.0239216, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4441026, DIVERSITY_GINI: 0.0066004, SHANNON_ENTROPY: 6.9243504, RATIO_DIVERSITY_HERFINDAHL: 0.9839604, RATIO_DIVERSITY_GINI: 0.0254758, RATIO_SHANNON_ENTROPY: 0.5564886, RATIO_AVERAGE_POPULARITY: 3.0850413, RATIO_NOVELTY: 0.0284102, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 417, 'shrink': 0.43304531652159395, 'similarity': 'cosine'} - results: PRECISION: 0.0580307, PRECISION_RECALL_MIN_DEN: 0.0589911, RECALL: 0.0164083, MAP: 0.0207271, MAP_MIN_DEN: 0.0210815, MRR: 0.1585118, NDCG: 0.0605875, F1: 0.0255829, HIT_RATE: 0.4411916, ARHR_ALL_HITS: 0.1813217, NOVELTY: 0.0054826, AVERAGE_POPULARITY: 0.5974413, DIVERSITY_MEAN_INTER_LIST: 0.8521579, DIVERSITY_HERFINDAHL: 0.9852095, COVERAGE_ITEM: 0.1427543, COVERAGE_ITEM_CORRECT: 0.0268564, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4405128, DIVERSITY_GINI: 0.0089995, SHANNON_ENTROPY: 7.1915245, RATIO_DIVERSITY_HERFINDAHL: 0.9855801, RATIO_DIVERSITY_GINI: 0.0347356, RATIO_SHANNON_ENTROPY: 0.5779606, RATIO_AVERAGE_POPULARITY: 2.9868923, RATIO_NOVELTY: 0.0286825, 
SearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 471, 'shrink': 2.6308591875645813, 'similarity': 'tversky'} - results: PRECISION: 0.0586030, PRECISION_RECALL_MIN_DEN: 0.0594942, RECALL: 0.0166239, MAP: 0.0208798, MAP_MIN_DEN: 0.0212841, MRR: 0.1591707, NDCG: 0.0610921, F1: 0.0259006, HIT_RATE: 0.4464744, ARHR_ALL_HITS: 0.1824171, NOVELTY: 0.0054306, AVERAGE_POPULARITY: 0.6168164, DIVERSITY_MEAN_INTER_LIST: 0.8363621, DIVERSITY_HERFINDAHL: 0.9836301, COVERAGE_ITEM: 0.1000609, COVERAGE_ITEM_CORRECT: 0.0237001, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4457875, DIVERSITY_GINI: 0.0065985, SHANNON_ENTROPY: 6.9294070, RATIO_DIVERSITY_HERFINDAHL: 0.9840001, RATIO_DIVERSITY_GINI: 0.0254685, RATIO_SHANNON_ENTROPY: 0.5568950, RATIO_AVERAGE_POPULARITY: 3.0837572, RATIO_NOVELTY: 0.0284104, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 527, 'shrink': 2.348072018119481, 'similarity': 'tversky'} - results: PRECISION: 0.0587937, PRECISION_RECALL_MIN_DEN: 0.0597516, RECALL: 0.0166930, MAP: 0.0209901, MAP_MIN_DEN: 0.0213957, MRR: 0.1598061, NDCG: 0.0613570, F1: 0.0260031, HIT_RATE: 0.4469880, ARHR_ALL_HITS: 0.1833024, NOVELTY: 0.0054183, AVERAGE_POPULARITY: 0.6219310, DIVERSITY_MEAN_INTER_LIST: 0.8312313, DIVERSITY_HERFINDAHL: 0.9831170, COVERAGE_ITEM: 0.0905366, COVERAGE_ITEM_CORRECT: 0.0219281, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4463004, DIVERSITY_GINI: 0.0060745, SHANNON_ENTROPY: 6.8517399, RATIO_DIVERSITY_HERFINDAHL: 0.9834868, RATIO_DIVERSITY_GINI: 0.0234459, RATIO_SHANNON_ENTROPY: 0.5506531, RATIO_AVERAGE_POPULARITY: 3.1093278, RATIO_NOVELTY: 0.0283462, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 558, 'shrink': 2.1030133892314216, 'similarity': 'tversky'} - results: PRECISION: 0.0584709, PRECISION_RECALL_MIN_DEN: 0.0594397, RECALL: 0.0166900, MAP: 0.0208976, MAP_MIN_DEN: 0.0213054, MRR: 0.1590737, NDCG: 0.0610639, F1: 0.0259677, HIT_RATE: 0.4439064, ARHR_ALL_HITS: 0.1824735, NOVELTY: 0.0054121, AVERAGE_POPULARITY: 0.6245808, DIVERSITY_MEAN_INTER_LIST: 0.8285364, DIVERSITY_HERFINDAHL: 0.9828476, COVERAGE_ITEM: 0.0862174, COVERAGE_ITEM_CORRECT: 0.0219281, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4432234, DIVERSITY_GINI: 0.0058296, SHANNON_ENTROPY: 6.8117145, RATIO_DIVERSITY_HERFINDAHL: 0.9832173, RATIO_DIVERSITY_GINI: 0.0225008, RATIO_SHANNON_ENTROPY: 0.5474364, RATIO_AVERAGE_POPULARITY: 3.1225754, RATIO_NOVELTY: 0.0283135, 
